Iteration,beta1_1011,beta1_1112,beta1_1213,beta1_1314,beta1_1415,beta1_1516,beta1_1617,beta1_1718,beta1_1819,beta1_1920,beta2_1011,beta2_1112,beta2_1213,beta2_1314,beta2_1415,beta2_1516,beta2_1617,beta2_1718,beta2_1819,beta2_1920,eta1_1011,eta1_1112,eta1_1213,eta1_1314,eta1_1415,eta1_1516,eta1_1617,eta1_1718,eta1_1819,eta1_1920,eta2_1011,eta2_1112,eta2_1213,eta2_1314,eta2_1415,eta2_1516,eta2_1617,eta2_1718,eta2_1819,eta2_1920,alpha1,gamma1,alpha2,gamma2,pi_<6m,pi_6-12m,pi_1,pi_2-4,pi_5-17,pi_18-49,pi_50-64,pi_65-74,pi_75+,lh1_<6m,lh1_6-12m,lh1_1,lh1_2-4,lh1_5-17,lh1_18-49,lh1_50-64,lh1_65-74,lh1_75+,lh2_<6m,lh2_6-12m,lh2_1,lh2_2-4,lh2_5-17,lh2_18-49,lh2_50-64,lh2_65-74,lh2_75+,kappa1_0-4,kappa1_5-14,kappa1_15-64,kappa1_65+,kappa2_0-4,kappa2_5-14,kappa2_15-64,kappa2_65+,lromega1,lrpsi1,delta1,sigma1,theta1,lromega2,lrpsi2,delta2,sigma2,theta2,Loglik,Accepted,Season
0,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.000000000034861,1.00000034633551,1.000000444365,1.00000019240689,-3.2131702528876707,-2.9999999999436806,0.999999398107688,1.00000015913456,0.999999699759967,NA,NA,All
50,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-3.46193712967597,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.1009454041,1,19/20
100,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-3.43922703177429,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.0734042035,1,19/20
150,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-3.52758088987551,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.0780728243,1,19/20
200,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-3.78036443427157,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.0698693412,1,19/20
250,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-3.43834677100422,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.0704956407,1,18/19
300,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-3.01633314762509,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.0941336518,1,18/19
350,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-2.85808233827269,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.1287153481,1,18/19
400,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-2.65032411310544,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.1406382364,1,18/19
450,1.89239102080994,2.86754153400557,2.30515043820301,2.74806082338867,2.71831635237929,2.26701299370057,2.4441069110963,2.24242937577689,2.4762346838065,2.02356277971987,1.91775606273671,1.59281495851841,1.42315256203887,1.21522082539118,1.60614706979929,1.7644610791052,1.87990192347027,1.48411673114783,1.98372464518562,1.67042853270384,-26.0566855862913,-3.5920822278295,-6.96688434166629,-6.64324227987447,-5.65644520136095,-5.80035849507123,-10.1494869422477,-12.3840848835125,-6.36902007408366,-14.5141735003934,-11.6791454032413,-18.9733738689051,-25.151151554105,-25.1785788403969,-16.3772423469872,-14.8696597841692,-16.602956989453,-21.0809294621703,-14.3136787390722,-18.3754605528685,2.68199219822906,1.52838389719892,1.55555567096163,0.906735395569924,0.505569093294629,0.505568510213577,0.542423295383888,0.645128743653648,0.999999654320567,0.839312184375599,0.686365732674007,0.484882772849465,0.338111817657018,-2.10924568805381,-2.52155605374732,-2.5668088436947,-3.03494934834089,-4.03942008121966,-4.00863987613076,-3.31141210766352,-2.67688178486583,-2.1447115777553,-1.19158996108134,-1.81910528590655,-2.22132718094597,-2.92592342842135,-5.01968944502377,-5.01540123600151,-4.05286680342019,-3.4345301843841902,-2.69098857109668,0.0565973366075343,0.0173502352540258,0.0410166801495479,0.0181033620677741,0.0352920068703461,0.00788474007592168,0.0139519535967642,0.00935498767875305,-3,-3.00000000003486,1.00000034633551,1.000000444365,1.00000019240689,-2.04194963427136,-2.99999999994368,0.999999398107688,1.00000015913456,0.999999699759967,-11214.3343273953,1,18/19
